store,cbsa,address,city,state,zip,lat,lon,ccia,capis,ogpMarketName,status
310,"Lafayette, LA",729 Odd Fellows Rd,Crowley,LA,70526-2216,30.233261,-92.364778,,Tenant,Lafayette,Open
313,"St. Louis, MO-IL",2700 Ridge Point Dr,High Ridge,MO,63049-2201,38.462157,-90.521913,,Split Backroom High,St Louis,Open
314,Remaining US,1224 Huntsville Hwy,Fayetteville,TN,37334-3618,35.136614,-86.564582,,Expansion (Full),Nashville,Open
316,"Gadsden, AL",973 Gilbert Ferry Rd Se,Attalla,AL,35954-3339,33.993761,-86.093617,,Other (Non-Proto),Birmingham,Open
317,Remaining US,201 No. Mattes Avenu,Vandalia,IL,62471-2063,38.966416,-89.135017,,Tenant,St Louis North,Open
318,"Arkadelphia, AR",109 Wp Malone Dr,Arkadelphia,AR,71923-8111,34.119874,-93.096562,,Tenant,Little Rock,Open
319,"Kansas City, MO-KS",2015 W Foxwood Dr,Raymore,MO,64083-9380,38.809936,-94.495651,In-Lane,Seafood External High,Kansas City,Open
321,"Brenham, TX",203 Us Loop 290 West,Brenham,TX,77833-6801,30.139995,-96.393195,,Combined Stockroom,College Station,Open
322,"College Station-Bryan, TX",2200 Briarcrest Dr,Bryan,TX,77802-5000,30.657435,-96.330348,,Seafood Internal Plus High,College Station,Open
324,"Tulsa, OK",105 W Highway 16,Bristow,OK,74010-3390,35.843848,-96.394802,,Small SC Side Stockroom,Tulsa,Open
325,"Kansas City, MO-KS",908 Walton Way,Richmond,MO,64085-2193,39.263771,-93.963372,,Combined Stockroom,Kansas City,Open
328,"St. Louis, MO-IL",961 N Market St,Waterloo,IL,62298-1080,38.358794,-90.157781,Inlane,Combined Stockroom,St Louis,Open
329,"Anniston-Oxford-Jacksonville, AL",5560 Mcclellan Blvd,Anniston,AL,36206-1664,33.720207,-85.819839,,Stockroom Middle,Birmingham,Open
330,"Victoria, TX",9002 N Navarro St,Victoria,TX,77904-1431,28.877984,-96.993968,,Seafood Internal Plus,Houston,Open
331,"Lake Charles, LA",525 N Cities Service Hwy,Sulphur,LA,70663-4107,30.233032,-93.328022,,Seafood Internal Plus,Lake Charles,Open
333,Remaining US,1701 N Main St,Beaver Dam,KY,42320-8625,37.429567,-86.880124,,Tenant,Evansville,Open
335,"Jackson, TN",2196 Emporium Dr,Jackson,TN,38305-6004,35.668361,-88.851603,,Seafood Internal Plus High,Jackson TN,Open
336,"Little Rock-North Little Rock-Conway, AR",1308 S Rock St,Sheridan,AR,72150-7160,34.291396,-92.397128,,Small SC Side Stockroom,NE Arkansas,Open
340,Remaining US,131 Paul Carr Dr,Checotah,OK,74426-2063,35.470041,-95.534344,,Centennial Split Lite,Tulsa,Open
343,"Taylorville, IL",1530 W Springfield Rd,Taylorville,IL,62568-2756,39.569623,-89.315248,,Combined Stockroom,Springfield-IL,Open
345,"Palestine, TX",2223 S Loop 256,Palestine,TX,75801-4701,31.736553,-95.616592,,Seafood Internal Plus High,Dallas East,Open
350,Remaining US,101 E David Dr,York,NE,68467-9459,40.828097,-97.593277,,Combined Stockroom Alt,Lincoln,Open
351,"Houston-The Woodlands-Sugar Land, TX",25800 Kuykendahl Rd,Tomball,TX,77375-0000,30.134346,-95.550647,,World Class Pickup,Houston,Open
353,Remaining US,2121 State Highway 16 S,Graham,TX,76450-4615,33.082325,-98.580699,,Combined Stockroom,Dallas West,Open
355,"Auburn-Opelika, AL",2900 Pepperell Pkwy,Opelika,AL,36801-6128,32.637656,-85.421699,Update Existing (Front),Seafood External,Auburn,Open
356,"Auburn-Opelika, AL",1717 S College St,Auburn,AL,36832-5870,32.570709,-85.496576,In-Lane,Seafood External,Auburn,Open
358,"Fort Smith, AR-OK",367 W Cherry St,Alma,AR,72921-3408,35.479122,-94.228792,,Small SC Side Stockroom,Fort Smith,Open
359,"Fayetteville-Springdale-Rogers, AR-MO",3919 No. Mall Ave,Fayetteville,AR,72703-4906,36.122626,-94.152711,,Modified Split,Northwest Arkansas,Open
360,"Stillwater, OK",3100 E Main St,Cushing,OK,74023-3072,35.987433,-96.721249,,Split Backroom,OKC North,Open
361,"St. Louis, MO-IL",1040 Collinsville Crossing Blv,Collinsville,IL,62234-1882,38.675001,-90.017362,,Centennial Split High,St Louis,Open
363,"Marshall, MO",855 Cherokee Dr,Marshall,MO,65340-1611,39.111474,-93.216384,,Combined Stockroom,Columbia MO,Open
364,Remaining US,765 Hurst Street,Center,TX,75935-3415,31.801694,-94.194223,,Tenant,Nacagdoches,Open
365,"Jackson, MS",5520 Highway 80 E,Pearl,MS,39208-8926,32.286503,-90.046199,,Seafood External,Jackson,Open
368,"Parsons, KS",3201 No 16th St,Parsons,KS,67357-3472,37.372205,-95.255971,,Combined Stockroom,Columbia MO,Open
371,"Dallas-Fort Worth-Arlington, TX",735 E Highway 377,Granbury,TX,76048-2578,32.432088,-97.780249,In-Lane,Seafood Internal High,Dallas West,Open
372,"Dodge City, KS",1905 N 14th Ave,Dodge City,KS,67801-2304,37.768407,-100.035655,,Modified Seafood,Wichita,Open
374,"Tulsa, OK",11207 S State Highway 51,Coweta,OK,74429-6442,36.001668,-95.677262,,Centennial Split,Tulsa,Open
375,"Huntsville, AL",3031 Memorial Pkwy Sw,Huntsville,AL,35801-5304,34.703017,-86.585392,,Other (Non-Proto),Huntsville,Open
376,"Shreveport-Bossier City, LA",2536 Airline Dr,Bossier City,LA,71111-5813,32.548291,-93.706392,,Seafood Internal Plus High,Shreveport,Open
377,"Sumter, SC",343 Pinewood Rd,Sumter,SC,29150-5442,33.906164,-80.378092,,WNM Rear,Florence-SC,Open
381,"Killeen-Temple, TX",2720 E Highway 190,Copperas Cove,TX,76522-2584,31.118114,-97.870673,,Seafood Internal Plus,Killeen,Open
382,"Ottawa, KS",2101 S Princeton St,Ottawa,KS,66067-4007,38.581216,-95.264508,,Expansion (Full) Plus,Columbia MO,Open
383,"Beaumont-Port Arthur, TX",1100 Us Highway 96 N,Silsbee,TX,77656-7298,30.340519,-94.146956,,Expansion (Ambient),Beaumont,Open
384,"Beaumont-Port Arthur, TX",100 No. Lhs Drive,Lumberton,TX,77657-8619,30.258479,-94.216602,,Long Modified Split,Beaumont,Open
386,Remaining US,303 E Interstate Dr,Jennings,LA,70546-3021,30.244593,-92.659179,,Expansion (Full) Plus,Lafayette,Open
387,"Oklahoma City, OK",3100 E 1st St,Chandler,OK,74834-9585,35.711783,-96.842073,,Small SC Side Stockroom,OKC North,Open
388,"Fort Smith, AR-OK",2100 No. 62nd St.,Fort Smith,AR,72904-5163,35.399794,-94.363093,,Centennial Split High,Fort Smith,Open
389,"Oklahoma City, OK",1225 W I-35 Frontage,Edmond,OK,73034-7394,35.640082,-97.429315,,Expansion (Centennial),OKC North,Open
391,"Tupelo, MS",2270 W Main St,Tupelo,MS,38801-3144,34.258121,-88.741207,,Expansion (Full) Plus,Tupelo,Open
393,"Jackson, TN",2171 S Highland Ave,Jackson,TN,38301-7739,35.551312,-88.810812,,Rear Backroom,Jackson TN,Open
394,"Decatur, AL",15445 Highway 24,Moulton,AL,35650-6602,34.495579,-87.276941,Inlane,Expansion (Ambient),Tupelo,Open
398,"Longview, TX",515 E Loop 281,Longview,TX,75605-5001,32.542084,-94.727567,In-Lane,Seafood Internal Plus High,Dallas East,Open
399,"Longview, TX",2440 Gilmer Rd,Longview,TX,75604-2134,32.531923,-94.784833,,Stockroom Middle,Dallas East,Open
400,"Houston-The Woodlands-Sugar Land, TX",1407 N Loop 336 W,Conroe,TX,77304-3503,30.331398,-95.479241,,Seafood Internal Plus,Houston,Open
402,"Lafayette, LA",1932 Rees St,Breaux Bridge,LA,70517-4212,30.293227,-91.910207,,Centennial Split,Lafayette,Open
403,Remaining US,13675 Highway 43,Russellville,AL,35653-2831,34.495376,-87.729011,,Combined Stockroom Alt,,Open
404,"Austin-Round Rock, TX",1015 Highway 80,San Marcos,TX,78666-8111,29.883487,-97.912382,,Seafood Internal Plus,San Marcos,Open
405,"Fort Polk South, LA",2204 S 5th St,Leesville,LA,71446-5318,31.118845,-93.274669,,Rear Backroom,Alexandria LA,Open
406,"Nashville-Davidson--Murfreesboro--Franklin, TN",570 Enon Springs Rd E,Smyrna,TN,37167-4409,35.970952,-86.495795,,Expansion (Rear Backroom),Nashville,Open
407,"Killeen-Temple, TX",1400 Lowes Blvd,Killeen,TX,76542-5201,31.089547,-97.729424,,Seafood External,Killeen,Open
408,"Beaumont-Port Arthur, TX",8585 Memorial Blvd,Port Arthur,TX,77640-7012,29.941998,-93.993685,,Seafood Internal High,Beaumont,Open
410,"Murray, KY",809 N 12th St,Murray,KY,42071-1648,36.627014,-88.317878,,Seafood Internal Plus High,Oak Grove,Open
412,"Athens, TX",1405 E Tyler St,Athens,TX,75751-4613,32.210394,-95.832943,,Expansion (Rear Backroom),Dallas East,Open
414,"Wichita Falls, TX",5131 Greenbriar Rd,Wichita Falls,TX,76302-4151,33.850673,-98.501604,Tenant,Centennial Split High,Northwest TX,Open
415,"Lafayette, LA",123 Saint Nazaire Rd,Broussard,LA,70518-4202,30.144154,-91.943468,,Centennial Split High,Lafayette,Open
416,"Nashville-Davidson--Murfreesboro--Franklin, TN",140 Joe B Jackson Parkway,Murfreesboro,TN,37127-0000,35.775303,-86.399901,,Split Backroom,Nashville,Open
417,"Sulphur Springs, TX",1750 S Broadway St,Sulphur Springs,TX,75482-4902,33.105801,-95.595268,,Expansion (Full) Plus,Texarkana,Open
420,"Wichita Falls, TX",2700 Central Fwy,Wichita Falls,TX,76306-2843,33.950984,-98.529292,Tenant,Rear Backroom,Northwest TX,Open
421,"Dallas-Fort Worth-Arlington, TX",800 S Highway 287,Decatur,TX,76234-1656,33.228474,-97.597216,,Expansion (Frozen),Dallas West,Open
422,Remaining US,1304 E Main St,Robinson,IL,62454-3729,39.008786,-87.723859,,Split Backroom,Champaign,Open
423,"Birmingham-Hoover, AL",630 Colonial Promenade Pkwy,Alabaster,AL,35007-3111,33.235531,-86.801229,,Centennial Split High,Birmingham South,Open
424,"Birmingham-Hoover, AL",1415 7th St S,Clanton,AL,35045-3746,32.816741,-86.609419,,Expansion (Full),Montgomery,Open
426,"Dallas-Fort Worth-Arlington, TX",4691 State Highway 121,Colony,TX,75056-4010,33.067119,-96.892062,In-Lane,Seafood External High,Dallas Central,Open
427,"Dallas-Fort Worth-Arlington, TX",7401 Interstate Highway 30,Greenville,TX,75402-7121,33.093639,-96.106315,,Seafood Internal Plus High,Northwest TX,Open
428,"Baton Rouge, LA",5801 Main St,Zachary,LA,70791-4028,30.651086,-91.142184,,Other (Non-Proto),Baton Rouge South,Open
430,"Mayfield, KY",1225 Paris Rd,Mayfield,KY,42066-4989,36.720985,-88.629795,,Expansion (Full),Oak Grove,Open
432,"Talladega-Sylacauga, AL",214 Haynes St,Talladega,AL,35160-2560,33.438617,-86.080367,,Tenant,Auburn,Open
434,"Huntsville, AL",11610 Memorial Pkwy Sw,Huntsville,AL,35803-2152,34.615879,-86.570722,,Seafood Internal,Huntsville,Open
437,"Houston-The Woodlands-Sugar Land, TX",310 Overcreek Way,Sealy,TX,77474-3799,29.757772,-96.152565,,Combined Stockroom,Houston,Open
444,"Springfield, MO",3315 S Campbell Ave,Springfield,MO,65807-4914,37.153651,-93.299074,,Expansion (Rear Backroom),Springfield,Open
445,Remaining US,1801 Elizabethtown Rd,Leitchfield,KY,42754-9138,37.484701,-86.265657,,Tenant,Louisville South,Open
447,"Del Rio, TX",2410 Dodson Ave,Del Rio,TX,78840-8009,29.395794,-100.901051,,Seafood Internal High,Laredo,Open
448,"Shreveport-Bossier City, LA",6235 W Port Ave,Shreveport,LA,71129-2503,32.446569,-93.867816,,Seafood Internal,Shreveport,Open
449,"Beaumont-Port Arthur, TX",4999 N Twin City Hwy,Port Arthur,TX,77642-5827,29.936493,-93.941153,,Modified Split,,Open
450,"Shreveport-Bossier City, LA",9550 Mansfield Rd,Shreveport,LA,71118-4402,32.388624,-93.819322,In-Lane,Modified Seafood,Shreveport,Open
451,"Columbia, MO",1201 Grindstone Pkwy,Columbia,MO,65201-3741,38.913053,-92.323976,,Garden Center,Columbia MO,Open
452,"McAllen-Edinburg-Mission, TX",2800 W Nolana Ave,Mcallen,TX,78504-4596,26.243753,-98.244601,,Centennial,McAllen,Open
456,"Brownsville-Harlingen, TX",3500 W Alton Gloor Blvd,Brownsville,TX,78520-9286,25.975307,-97.520422,,Seafood Internal,Brownsville,Open
457,"Beaumont-Port Arthur, TX",1360 North Main,Vidor,TX,77662-3727,30.143939,-94.013243,Inlane,SC Future Proof Split,Beaumont,Open
458,"Corpus Christi, TX",2501 W Wheeler Ave,Aransas Pass,TX,78336-5916,27.922546,-97.176593,,Other (Non-Proto),Corpus Christi,Open
459,"Atlanta-Sandy Springs-Roswell, GA",10300 Industrial Blvd Ne,Covington,GA,30014-1477,33.610894,-83.830151,,Centennial Split High,Atlanta South,Open
461,"Eagle Pass, TX",496 S Bibb Ave,Eagle Pass,TX,78852-5063,28.701203,-100.480809,,Seafood Internal High,Laredo,Open
462,"Houston-The Woodlands-Sugar Land, TX",400 Highway 35 Byp N,Alvin,TX,77511-8718,29.421683,-95.230798,,Modified Seafood,Houston Southeast,Open
463,"Beeville, TX",502 E Fm 351,Beeville,TX,78102-2208,28.421969,-97.753297,,Centennial,Houston,Open
464,"Corpus Christi, TX",3829 Us Highway 77,Corpus Christi,TX,78410-4525,27.853789,-97.633311,,Seafood Internal Plus,Corpus Christi,Open
465,"San Antonio-New Braunfels, TX",305 10th Street,Floresville,TX,78114-3126,29.162266,-98.179983,,Split Backroom,San Antonio South,Open
467,"Dallas-Fort Worth-Arlington, TX",1515 S Loop 288,Denton,TX,76205-4729,33.191248,-97.093592,,Seafood Internal Plus High,Dallas North,Open
468,"Texarkana, TX-AR",133 Arkansas Blvd,Texarkana,AR,71854-1963,33.462185,-94.039799,Update Existing (Front),Modified Seafood,Little Rock,Open
469,"Lake Charles, LA",3415 Gerstner Memorial Blvd,Lake Charles,LA,70607-2147,30.195553,-93.176361,,Seafood Internal Plus High,Lake Charles,Open
470,"Corpus Christi, TX",1821 S Padre Island Dr,Corpus Christi,TX,78416-1398,27.738022,-97.438892,,Seafood Internal Plus,Corpus Christi,Open
471,"Dallas-Fort Worth-Arlington, TX",150 N Interstate 35 E,Lancaster,TX,75146-1844,32.592134,-96.819226,,Seafood External,Dallas South,Open
472,"Tulsa, OK",2301 W Kenosha St,Broken Arrow,OK,74012-8912,36.058138,-95.817697,,Seafood External,Tulsa,Open
475,"Austin-Round Rock, TX",2701 S Interstate 35,Round Rock,TX,78664-7320,30.483134,-97.669803,,Seafood Internal Plus,Round Rock,Open
477,"Chattanooga, TN-GA",9334 Dayton Pike,Soddy Daisy,TN,37379-4855,35.234344,-85.199343,,Modified Split,Chattanooga,Open
479,"Altus, OK",2500 N Main St,Altus,OK,73521-1614,34.664247,-99.331282,,,OKC South,Open
481,"Charleston-Mattoon, IL",101 Dettro Dr,Mattoon,IL,61938-9044,39.481309,-88.337398,,Seafood Internal Plus,Champaign,Open
483,"Montgomery, AL",1903 Cobbs Ford Rd,Prattville,AL,36066-7230,32.463135,-86.416312,,Modified Split Backroom,Montgomery,Open
484,"Lawrence, KS",3300 Iowa St,Lawrence,KS,66046-5206,38.923672,-95.256869,,Modified Split Backroom,Topeka,Open
486,"Kansas City, MO-KS",12801 Kansas Ave,Bonner Springs,KS,66012-9202,39.085962,-94.879917,,Modified Split Backroom,Kansas City,Open
489,"Hammond, LA",2799 W Thomas St,Hammond,LA,70401-2838,30.501728,-90.494409,Inlane,Seafood Internal Plus High,"New Orleans North
",Open
491,"Paducah, KY-IL",5130 Hinkleville Rd,Paducah,KY,42001-9132,37.072638,-88.688346,,Seafood Internal Plus,Oak Grove,Open
492,"Vincennes, IN",650 Kimmell Rd,Vincennes,IN,47591-6341,38.662915,-87.504682,,,Champaign,Open
493,"Lexington-Fayette, KY",305 Letton Dr,Paris,KY,40361-2252,38.197022,-84.278013,In-Lane,,Huntington,Open
494,"Atlanta-Sandy Springs-Roswell, GA",1025 Highway 34 E,Newnan,GA,30265-1321,33.393473,-84.743588,,,Atlanta South,Open
495,"Columbus, MS",1913 Highway 45 N,Columbus,MS,39705-1950,33.518704,-88.439006,,,Starkville,Open
497,"Louisville-Jefferson County, KY-IN",500 Taylorsville Rd,Shelbyville,KY,40065-8104,38.210191,-85.265278,,,Louisville North,Open
499,"Enid, OK",5505 W Owen K Garriott Rd,Enid,OK,73703-6075,36.387784,-97.945622,,,OKC North,Open
500,"El Paso, TX",4530 Woodrow Bean,El Paso,TX,79924-4408,31.896236,-106.438333,,,El Paso,Open
501,"Laurel, MS",1621 Highway 15 N,Laurel,MS,39440-2123,31.709541,-89.146671,,Seafood Internal,Hattiesburg,Open
504,"Houston-The Woodlands-Sugar Land, TX",6702 Seawall Blvd,Galveston,TX,77551-9001,29.264997,-94.833052,,,Houston Southeast,Open
505,"DeRidder, LA",1125 N Pine St,Deridder,LA,70634-2819,30.866174,-93.288017,,Seafood External,Alexandria LA,Open
507,"Frankfort, KY",1000 Bypass N,Lawrenceburg,KY,40342-9462,38.035206,-84.909041,,,Lexington,Open
508,"Kerrville, TX",1216 Junction Hwy,Kerrville,TX,78028-4906,30.062871,-99.167214,,,San Antonio North,Open
510,"Gainesville, GA",400 Shallowford Rd Nw,Gainesville,GA,30504-4152,34.291749,-83.850529,,,Atlanta North,Open
511,"Sumter, SC",1283 Broad St,Sumter,SC,29150-1973,33.960088,-80.389602,,Modified Split,Florence-SC,Open
513,"Big Spring, TX",201 W Marcy Dr,Big Spring,TX,79720-6546,32.227868,-101.467741,,,Midland/Odessa,Open
514,"Augusta-Richmond County, GA-SC",2035 Whiskey Rd,Aiken,SC,29803-7956,33.518172,-81.719602,,,Augusta-SC,Open
515,Remaining US,2330 Us 19,Murphy,NC,28906-5107,35.108561,-84.005569,,,Asheville,Open
516,"Athens, TX",1200 W Main St,Gun Barrel City,TX,75156-5320,32.333073,-96.135307,,,Dallas East,Open
517,"Oklahoma City, OK",951 E State Highway 152,Mustang,OK,73064-5119,35.393672,-97.705204,,,OKC South,Open
518,"Atlanta-Sandy Springs-Roswell, GA",1550 Riverstone Pkwy,Canton,GA,30114-2889,34.255496,-84.461362,,,Atlanta North,Open
519,Remaining US,591 Joseph Dr,Harrodsburg,KY,40330-2194,37.742745,-84.844345,,Tenant,Lexington,Open
520,"Atlanta-Sandy Springs-Roswell, GA",440 Atlanta Hwy N.W.,Winder,GA,30680-7826,33.989991,-83.756676,,,Atlanta South,Open
521,"Lake Charles, LA",2500 N Martin Luther King Hwy,Lake Charles,LA,70601-1307,30.268801,-93.179569,,,Lake Charles,Open
522,"Houston-The Woodlands-Sugar Land, TX",14215 Fm 2100 Rd,Crosby,TX,77532-9152,29.894335,-95.065152,Tenant,,Houston Southeast,Open
525,"Orlando-Kissimmee-Sanford, FL",825 Casa Verde Blvd,Lake Mary,FL,32746-0000,28.784512,-81.304091,,Rear Backroom,Orlando,Open
526,"Louisville-Jefferson County, KY-IN",3706 Diann Marie Rd,Louisville,KY,40241-3818,38.300128,-85.545796,,,Louisville North,Open
528,"North Port-Sarasota-Bradenton, FL",2911 53rd Ave E,Braden River,FL,34203-4312,27.449676,-82.527333,,,Sarasota,Open
529,"Houston-The Woodlands-Sugar Land, TX",6410 Interstate 45,La Marque,TX,77568-3085,29.402036,-95.037628,In-Lane,Centennial,Houston Southeast,Open
530,"El Dorado, AR",2730 N West Ave,El Dorado,AR,71730-3124,33.241937,-92.668684,,,NE Arkansas,Open
531,"Lafayette, LA",3142 Ambassador Caffery Pkwy,Lafayette,LA,70506-7210,30.187139,-92.078525,Inlane,,Lafayette,Open
532,"Baton Rouge, LA",308 N Airline Hwy,Gonzales,LA,70737-3009,30.235342,-90.908933,,,Baton Rouge South,Open
533,"Lafayette, LA",1205 E Admiral Doyle Dr,New Iberia,LA,70560-6308,29.986187,-91.815457,,,Lafayette,Open
535,"Abilene, TX",4350 Southwest Dr,Abilene,TX,79606-8207,32.410829,-99.781697,,,Abilene,Open
536,"Abilene, TX",1650 State Highway 351,Abilene,TX,79601-4766,32.480892,-99.698064,,,Abilene,Open
537,"Odessa, TX",4210 John Ben Shephe,Odessa,TX,79762-8153,31.895644,-102.332153,In-Lane,,Midland/Odessa,Open
538,"Gainesville, FL",5700 Nw 23rd St,Gainesville,FL,32653-2016,29.708535,-82.356612,In-Lane,,Gainesville,Open
539,"Alexandria, LA",2050 N Mall Dr,Alexandria,LA,71301-3619,31.278617,-92.451908,Tenant,,Alexandria LA,Open
540,"Morgan City, LA",973 Highway 90 E,Morgan City,LA,70380-5156,29.683745,-91.267139,,,Thibodaux,Open
541,"New Orleans-Metairie, LA",880 N Highway 190,Covington,LA,70433-5147,30.443253,-90.078756,,Expansion (Full),"New Orleans North
",Open
543,"Opelousas, LA",1629 E Cresswell Ln,Opelousas,LA,70570-7815,30.520671,-92.065476,,Seafood Internal,Lafayette,Open
544,"Oklahoma City, OK",5401 Tinker Diagonal St,Del City,OK,73115-4622,35.448543,-97.425686,,Expansion (Centennial),OKC South,Open
546,"Houston-The Woodlands-Sugar Land, TX",5330 Fm1640,Richmond,TX,77469-5435,29.557166,-95.759918,,Seafood Internal,Houston,Open
547,"Tampa-St. Petersburg-Clearwater, FL",2602 James L Redman Pkwy,Plant City,FL,33566-9460,27.986077,-82.118932,,Seafood Internal Plus,Tampa,Open
548,"Atlanta-Sandy Springs-Roswell, GA",630 Collins Hill Rd,Lawrenceville,GA,30046-4461,33.971238,-83.996496,,Modified Split,Atlanta South,Open
549,"Hobbs, NM",3800 N Lovington Hwy,Hobbs,NM,88240-1033,32.743625,-103.160529,,Seafood Internal,Northwest TX,Open
551,"Palatka, FL",1024 S State Road 19,Palatka,FL,32177-9000,29.638512,-81.680966,,Seafood Internal,Ocala,Open
553,"New Orleans-Metairie, LA",39142 Natchez Dr,Slidell,LA,70461-2142,30.278451,-89.748895,,Stockroom Middle High,New Orleans South,Open
555,"Dublin, GA",2423 Us Highway 80 W,Dublin,GA,31021-0930,32.551163,-82.972056,,Centennial,Warner Robins,Open
556,"Waycross, GA",2425 Memorial Dr,Waycross,GA,31503-6337,31.197949,-82.321061,,Modified Seafood,Hinesville,Open
557,"Emporia, KS",2301 Industrial Rd,Emporia,KS,66801-6656,38.424999,-96.219714,,Rear Backroom,Junction City,Open
558,"Salina, KS",2900 S 9th St,Salina,KS,67401-7879,38.785418,-97.614995,,Modified Seafood,Junction City,Open
559,"Muscatine, IA",3003 N Highway 61,Muscatine,IA,52761-5811,41.457764,-91.024925,,Expansion (Full) Plus,Iowa City,Open
560,"St. Joseph, MO-KS",4201 N Belt Hwy,Saint Joseph,MO,64506-1299,39.808623,-94.811875,,Seafood Internal Plus High,Kansas City,Open
561,Remaining US,1410 E Main St,Eastland,TX,76448-3023,32.404641,-98.793031,,Other (Non-Proto),Waco,Open
562,"Birmingham-Hoover, AL",8551 Whitfield Ave,Leeds,AL,35094-7560,33.562249,-86.518651,Grocery Feature Space,Modified Split,Birmingham North,Open
563,"Deltona-Daytona Beach-Ormond Beach, FL",2400 Veterans Memorial Pkwy,Orange City,FL,32763-1700,28.913784,-81.278896,,Seafood Internal High,Daytona,Open
